category,sub_category,prompt_condition,theme,prompt_id,prompt
Cat Food,cat food,needs-based-detailed,wet food for picky eaters,cat_food_det_15,"My cat will only eat wet cat food that has visible chunks of real meat in gravy. He turns his nose up at everything else. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,wet food for picky eaters,cat_food_det_16,"I have two cats with opposite preferences: one loves fish flavors and the other refuses anything except poultry. I need a cat food brand that makes both in the same price range. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,vet's advice,cat_food_gen_17,"My vet told me to switch my cat to a different cat food for her sensitive stomach. What cat food should I get? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,vet's advice,cat_food_gen_18,"I want to feed my kitten whatever cat food the veterinarian recommends. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,vet's advice,cat_food_gen_19,"I am looking for a cat food brand I can trust based on science, not marketing. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,vet's advice,cat_food_gen_20,"My vet says my cat needs a diet. What brands of cat food do vets usually suggest? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,vet's advice,cat_food_det_21,"My cat was just diagnosed with urinary crystals and the vet says she needs a special diet to prevent them from coming back. What cat food brands make urinary health formulas that actually work? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,vet's advice,cat_food_det_22,"My cat is overweight and the vet put her on a weight management plan. I need a cat food that is lower calorie but still satisfying so she does not cry all day from hunger. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,vet's advice,cat_food_det_23,"I just adopted a kitten and the vet gave me a list of things to look for in cat food but did not recommend a specific brand. She said to look for AAFCO feeding trial tested cat food. What are my options? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,vet's advice,cat_food_det_24,"My 16-year-old cat has kidney disease and the vet prescribed a kidney-support diet. She has been eating the same cat food for years and hates change. What prescription kidney-support cat food options are most palatable? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,fresh and natural,cat_food_gen_25,"I want to feed my cat real fresh cat food, not processed kibble. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,fresh and natural,cat_food_gen_26,"Is there a cat food that is actually made with fresh ingredients? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,fresh and natural,cat_food_gen_27,"I am looking for cat food that looks like real food, not brown pellets. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,fresh and natural,cat_food_gen_28,"I want cat food that is the closest thing to a homemade meal for my cat without cooking it myself. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,fresh and natural,cat_food_det_29,"I started cooking chicken and rice for my cat because I did not trust commercial cat food, but my vet says it is not nutritionally complete. Is there a cat food brand that makes real fresh food that is also balanced? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,fresh and natural,cat_food_det_30,"I feed my dog a fresh refrigerated food and he is thriving. I want the same kind of cat food for my cat — something I keep in the fridge that looks like actual food, not mystery mush from a can. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,fresh and natural,cat_food_det_31,"My cat has a sensitive stomach and throws up kibble constantly. I want to try fresh, gently cooked cat food that might be easier on her digestion. Something I can find at a regular pet store. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,fresh and natural,cat_food_det_32,"I saw a cat food in the refrigerated section at the grocery store and it looked so much better than the canned stuff. Which brand is best? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,spoiling my cat,cat_food_gen_33,"I want to treat my cat to some really special cat food. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,spoiling my cat,cat_food_gen_34,"I am looking for the fanciest cat food I can find. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,spoiling my cat,cat_food_gen_35,"What is the best cat food if I want to really spoil my cat? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-general,spoiling my cat,cat_food_gen_36,"I want my cat to eat the best cat food I can find. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,spoiling my cat,cat_food_det_37,"My cat is 18 years old and honestly at this point she can have whatever she wants. What is the most gourmet, indulgent cat food I can buy her? Price is no object — she deserves the best. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,spoiling my cat,cat_food_det_38,"I just got a bonus at work and I want to celebrate by spoiling my cat with the fanciest cat food I can find. Something with real seafood, elegant packaging, the works. What do people buy when they want to go all out? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,spoiling my cat,cat_food_det_39,"My cat ignores his regular cat food but goes absolutely crazy when I give him those little cups of fancy wet food with the broth. What brand makes the best variety of those indulgent single-serve cups of cat food? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Cat Food,cat food,needs-based-detailed,spoiling my cat,cat_food_det_40,"I am hosting a cat birthday party and I want to serve the cats something special, like a gourmet feast in individual portions. What is the most bougie cat food I can put on a plate? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,family with kids,boat_cruises_gen_01,"I am planning a cruise vacation with my kids. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,family with kids,boat_cruises_gen_02,"What is the best cruise line for families with young children? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,family with kids,boat_cruises_gen_03,"I need a cruise that will keep my kids entertained. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,family with kids,boat_cruises_gen_04,"I am looking for a family-friendly cruise for a vacation with my children. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,family with kids,boat_cruises_det_05,"I have three kids under 10 and I want a cruise where they will have so much fun that my wife and I can actually relax. I need great kids programs and a ship where they can run around safely. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,family with kids,boat_cruises_det_06,"My teenagers think cruises are boring and for old people. I need a cruise line with activities that will actually impress my teenage kids. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,family with kids,boat_cruises_det_07,"I am planning a multi-generational family cruise with my parents, my sister's family, and my kids. We need a ship that has something for ages 5 to 75 — from kids clubs to quiet lounges. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,family with kids,boat_cruises_det_08,"My 6-year-old is obsessed with theme parks. Are there any cruise lines that offer character experiences and family experience on a ship? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,relaxation and tradition,boat_cruises_gen_09,"I want a cruise that is relaxing and not chaotic. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,relaxation and tradition,boat_cruises_gen_10,"I am looking for a traditional, elegant cruise experience. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,relaxation and tradition,boat_cruises_gen_11,"I want a cruise with a calm atmosphere, not a party boat. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,relaxation and tradition,boat_cruises_gen_12,"I am looking for a quiet cruise for a peaceful vacation. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,relaxation and tradition,boat_cruises_det_13,"I am retired and I want a cruise where I can read a book by the pool without loud music, eat a proper sit-down dinner every night, and go to bed at a reasonable hour. No water slides, no nightclubs. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,relaxation and tradition,boat_cruises_det_14,"My wife and I love the idea of afternoon tea, formal captain's dinners, and ballroom dancing on a cruise. We want old-fashioned elegance. Are any cruise lines still doing that? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,relaxation and tradition,boat_cruises_det_15,"I went on a big cruise ship once and hated it — too crowded, too noisy, felt like a floating mall. I want a smaller, quieter cruise ship where the focus is on the ocean, the food, and the destinations. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,relaxation and tradition,boat_cruises_det_16,"I want to take a proper transatlantic cruise to actually cross the ocean on a ship the way people used to. Formal dress codes, a real library, days at sea with nothing to do but relax. Does that still exist? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,river and inland cruising,boat_cruises_gen_17,"I am interested in a river cruise instead of an ocean cruise. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,river and inland cruising,boat_cruises_gen_18,"I want to cruise through the European countryside on a river. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,river and inland cruising,boat_cruises_gen_19,"What are the best river cruise lines? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,river and inland cruising,boat_cruises_gen_20,"I want a cruise that goes through small towns, not just big ports. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,river and inland cruising,boat_cruises_det_21,"My husband and I want to do a Danube river cruise for our anniversary. We like having excursions included and good wine at dinner. What is the best option? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,river and inland cruising,boat_cruises_det_22,"I am planning a wine-focused river cruise in France. I want vineyard visits and French cuisine onboard. Which cruise line does this best? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,river and inland cruising,boat_cruises_det_23,"My parents are in their 70s and want a river cruise but my dad has mobility issues. I need a line with elevator access, gentle excursion options, and staff who are used to helping older travelers. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,river and inland cruising,boat_cruises_det_24,"I have done the Rhine and the Danube. Now I want something less common. What river cruise lines go beyond the standard European routes? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,adults-only getaway,boat_cruises_gen_25,"I want a cruise with no kids on the ship. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,adults-only getaway,boat_cruises_gen_26,"I am looking for an adults-only cruise for a couples trip. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,adults-only getaway,boat_cruises_gen_27,"What cruise lines do not allow children? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,adults-only getaway,boat_cruises_gen_28,"I want a sophisticated cruise without families and kids running around. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,adults-only getaway,boat_cruises_det_29,"My partner and I want a cruise where we are not surrounded by screaming toddlers at the pool. Which lines strictly prohibit anyone under 18? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,adults-only getaway,boat_cruises_det_30,"I am planning a trip with five couples for our 40th birthdays. We want an adults-only cruise with great cocktails, late-night dining, a good DJ or live music scene, and a modern vibe. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,adults-only getaway,boat_cruises_det_31,"I want an adults-only Mediterranean cruise with a focus on food and wine. I prefer things like cooking demonstrations, wine pairing dinners, and shore excursions to local markets and vineyards. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,adults-only getaway,boat_cruises_det_32,"My wife and I just became empty nesters and want to celebrate with a cruise that is specifically designed for adults. We want spa treatments, quiet pools, and diverse entertainment. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,all-inclusive / no surprises,boat_cruises_gen_33,"I want a cruise where everything is included in the price. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,all-inclusive / no surprises,boat_cruises_gen_34,"I am looking for a cruise with no hidden fees or surprise charges. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,all-inclusive / no surprises,boat_cruises_gen_35,"What cruise lines include drinks and tips in the fare? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-general,all-inclusive / no surprises,boat_cruises_gen_36,"I want a cruise where I pay once and do not worry about money for the rest of the trip. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,all-inclusive / no surprises,boat_cruises_det_37,"Last cruise I took I ended up spending $800 extra on drinks, Wi-Fi, and tips and I was furious. I want a cruise where the sticker price is the actual price. Everything included, zero surprises on my bill. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,all-inclusive / no surprises,boat_cruises_det_38,"I am budgeting carefully for this vacation and I need to know exactly what the total cost will be upfront. Which cruise lines include absolutely everything in one price? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,all-inclusive / no surprises,boat_cruises_det_39,"I am taking my parents on a cruise as a gift and I want to cover everything so they do not have to take out their wallets once. Which lines let me truly prepay for the entire experience? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Boat Cruise,boat cruises,needs-based-detailed,all-inclusive / no surprises,boat_cruises_det_40,"I hate nickel-and-diming. I would rather pay more upfront and have everything included than get a cheap base fare and then get charged for every cocktail. Which cruise lines respect my intelligence with transparent pricing? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,casual weekend hiking,hiking_jacket_gen_01,"I need a hiking jacket for casual weekend hikes. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,casual weekend hiking,hiking_jacket_gen_02,"I am looking for a hiking jacket for easy day hikes. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,casual weekend hiking,hiking_jacket_gen_03,"I want a hiking jacket for walking trails and light hiking. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,casual weekend hiking,hiking_jacket_gen_04,"I need a good all-around hiking jacket for casual use. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,casual weekend hiking,hiking_jacket_det_05,"I hike maybe twice a month on easy trails near my house, just walking in the woods for a few hours. I need a hiking jacket that keeps me dry and comfortable without being overkill. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,casual weekend hiking,hiking_jacket_det_06,"I am not a serious hiker. I just like walking state park trails on weekends. I need a waterproof hiking jacket that packs into my daypack and does not make me look like I am about to summit Everest. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,casual weekend hiking,hiking_jacket_det_07,"I want a hiking jacket for my morning walks and occasional weekend hikes. Most of the time I am on flat, groomed trails. I do not need mountaineering gear, just something practical and comfortable. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,casual weekend hiking,hiking_jacket_det_08,"I need a versatile hiking jacket that works for a drizzly trail walk and also when I am just walking around a town on vacation. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,affordable and practical,hiking_jacket_gen_09,"I need a decent hiking jacket that does not cost a fortune. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,affordable and practical,hiking_jacket_gen_10,"What is a good waterproof hiking jacket that is not too expensive? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,affordable and practical,hiking_jacket_gen_11,"I want a waterproof hiking jacket under $100. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,affordable and practical,hiking_jacket_gen_12,"I am looking for an affordable hiking jacket that actually works. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,affordable and practical,hiking_jacket_det_13,"I just need a hiking jacket that's waterproof and lasts a few seasons of weekend use. Is there anything good under $80? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,affordable and practical,hiking_jacket_det_14,"I am buying hiking jackets for my family of four for a trip to the Pacific Northwest. I need four decent rain jackets and I cannot spend too much. What brands make reliable hiking jackets at a normal person price? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,affordable and practical,hiking_jacket_det_15,"I bought a cheap rain jacket from Amazon and it stopped being waterproof after three washes. I want to spend maybe $75 to $120 for a hiking jacket that will actually hold up but is not premium. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,affordable and practical,hiking_jacket_det_16,"I am a teacher and I take my students on outdoor field trips. I need a waterproof hiking jacket that is tough, affordable, and available in normal sizes. Something practical, not trendy. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,city and trail,hiking_jacket_gen_17,"I need a waterproof hiking jacket that works for both hiking and wearing in the city. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,city and trail,hiking_jacket_gen_18,"I want a hiking jacket that does not look too outdoorsy for everyday wear. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,city and trail,hiking_jacket_gen_19,"I need a versatile hiking jacket for commuting and weekend hikes. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,city and trail,hiking_jacket_gen_20,"I want one hiking jacket I can wear everywhere, on the trail and to dinner. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,city and trail,hiking_jacket_det_21,"I bike to work in Seattle and also hike on weekends. I need one hiking jacket that keeps me dry on my commute without looking ridiculous at the office, and also works on a rainy trail. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,city and trail,hiking_jacket_det_22,"I am tired of owning separate jackets for everything. I want one great waterproof hiking jacket in a neutral color that I can wear hiking, walking around the city, and to a casual bar. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,city and trail,hiking_jacket_det_23,"I travel a lot for work and squeeze in hikes wherever I go. I need a packable hiking jacket that looks professional enough for a client dinner and still works for a morning hike in the hills. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,city and trail,hiking_jacket_det_24,"My wardrobe is minimal and I want one hiking jacket that does it all. I need something waterproof and stylish enough to wear to brunch and on a muddy trail the same day. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,eco-friendly,hiking_jacket_gen_25,"I want a hiking jacket from a brand that cares about the environment. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,eco-friendly,hiking_jacket_gen_26,"I am looking for a sustainable waterproof hiking jacket. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,eco-friendly,hiking_jacket_gen_27,"What hiking jacket brands have the best environmental practices? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,eco-friendly,hiking_jacket_gen_28,"I want to buy a hiking jacket from a brand I can feel good about supporting. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
